,Latitude,Longitude,Comments,Name,Cat,Address,City,St,Zip
4280,43.07156,-87.95265,13 - 8 height clearance,Low Clearance,LC13,W Locust St,Milwaukee,WI,53207
4281,43.07523,-87.95277,14 - 1 height clearance,Low Clearance,LC14,W Burleigh St,Milwaukee,WI,53207
4282,43.08115,-87.95331,13 - 4 height clearance (136),Low Clearance,LC13,W Townsend St,Milwaukee,WI,53207
4283,43.10459,-87.9548,13 - 10 height clearance,Low Clearance,LC13,W Hampton Ave,Milwaukee,WI,53207
4284,43.10576,-87.95288000000001,13 - 4 height clearance (136),Low Clearance,LC13,N 32nd St,Milwaukee,WI,53207
4285,43.11909,-87.94814000000001,14 - 0 height clearance,Low Clearance,LC14,W Silver Spring Dr,Milwaukee,WI,53207
4286,42.60344,-89.64899,13 - 10 height clearance,Low Clearance,LC13,8th St,Monroe,WI,53566
4287,42.87726,-87.85598,12 - 8 height clearance (136),Low Clearance,LC12,E American Ave,Oak Creek,WI,53154
4288,42.91617,-87.92314,14 - 4 height clearance,Low Clearance,LC14,W Rawson Ave,Oak Creek,WI,53154
4289,43.16878,-88.4398,11 - 6 height clearance (136),Low Clearance,LC11,Norwegian Rd,Oconomowoc,WI,53066
4290,43.176970000000004,-88.45891999999999,12 - 8 height clearance (136),Low Clearance,LC12,Brown St\/CR P,Oconomowoc,WI,53066
4291,42.899840000000005,-89.38942,10 - 0 height clearance (136),Low Clearance,LC10,Locust Grove Rd,Oregon,WI,53575
4292,43.78476,-89.57824000000001,13 - 1 height clearance (136),Low Clearance,LC13,2nd Ct,Oxford,WI,53952
4293,42.69693,-87.79677,14 - 0 height clearance,Low Clearance,LC14,Durand Ave,Racine,WI,53403
4294,42.72262,-87.79619,14 - 6 height clearance,Low Clearance,LC14,9th St,Racine,WI,53403
4295,42.72659,-87.79704,13 - 4 height clearance (136),Low Clearance,LC13,Mound Ave,Racine,WI,53403
4296,45.63787,-89.41887,12 - 8 height clearance (136),Low Clearance,LC12,W Davenport St,Rhinelander,WI,54501
4297,43.75307,-87.72112,10 - 8 height clearance (136),Low Clearance,LC10,Wisconson Ave,Sheboygan,WI,53081
4298,42.90788,-87.86281,12 - 0 height clearance (136),Low Clearance,LC12,Marquette Ave,South Milwaukee,WI,53172
4299,44.51169,-89.46706999999999,10 - 0 height clearance (136),Low Clearance,LC10,Stockton Rd,Stevens Point,WI,54482
4300,44.513090000000005,-89.57309000000001,13 - 8 height clearance,Low Clearance,LC13,Church St,Stevens Point,WI,54482
4301,42.975838,-89.234049,12 - 1 height clearance (136),Low Clearance,LC12,Park Rd,Stoughton,WI,53589
4302,46.656890000000004,-92.20031,11 - 0 height clearance (136),Low Clearance,LC11,E Union St,Superior,WI,54880
4303,42.68962,-88.03220999999999,11 - 8 height clearance (136),Low Clearance,LC11,67th Dr,Union Grove,WI,53182
4304,43.05533,-88.02769,12 - 0 height clearance (136),Low Clearance,LC12,N Swan Blvd,Wauwatosa,WI,53226
4305,38.180985,-81.709815,10 - 3 height clearance (136),Low Clearance,LC10,Co Highway 1,Ashford,WV,25009
4306,38.406153,-82.314488,11 - 8 height clearance (136),Low Clearance,LC11,744 Peyton St,Barboursville,WV,25504
4307,38.406542,-82.294939,11 - 8 height clearance (136),Low Clearance,LC11,1114 Central Ave,Barboursville,WV,25504
4308,38.41061,-82.26391,7 - 4 height clearance (136),Low Clearance,LC7,Goose Creek,Barboursville,WV,25504
4309,37.756673,-81.156288,14 - 8 height clearance,Low Clearance,LC14,Ritter Dr,Beaver,WV,25813
4310,37.342671,-81.73816500000001,8 - 6 height clearance (136),Low Clearance,LC8,Bartley Hollow Rd,Big Creek,WV,24813
4311,39.658488,-79.78053,"2132 ft elev, East: 5 percent descent for 2.5 miles, West: 5 percent descent for 4 miles",Road Grade,Grade,"I-68, East of Morgantown, WV",Bruceton Mills,WV,26525
4312,39.65435,-79.7467,"1916 ft elev, Runaway Ramp eastbound off to the right",Runaway Ramp,Ramp,"I-68, Between exit 14 and Morgantown, WV",Bruceton Mills,WV,26525
4313,38.19617,-81.48001,13 - 6 height clearance,Low Clearance,LC13,Cabin Creeek Rd\/79\/3,Cabin Creek,WV,25035
4314,38.21202,-81.52589,13 - 8 height clearance,Low Clearance,LC13,Fields Creek Rd\/CR 77\/1,Charleston,WV,25312
4315,38.300676,-81.556449,13 - 6 height clearance,Low Clearance,LC13,501-577 Georges Dr,Charleston,WV,25306
4316,38.366246000000004,-81.652274,15 - 6 height clearance,Low Clearance,LC15,810 Virginia St W,Charleston,WV,25302
4317,38.36822,-81.65926999999999,14 - 0 height clearance,Low Clearance,LC14,Florida St,Charleston,WV,25312
4318,37.453747,-81.722087,13 - 9 height clearance,Low Clearance,LC13,U.S. 52,Davy,WV,24828
4319,39.384468,-79.159377,"2300 ft elev, North: 8 percent grade descent for 1.8 mi into Kitzmiller.",Road Grade,Grade,"42, Hwy 42 and Hwy 38",Elk Garden,WV,26717
4320,38.41859,-82.3544,8 - 8 height clearance (136),Low Clearance,LC8,CR 26,Huntington,WV,25704
4321,38.419270000000004,-82.42145,11 - 4 height clearance (136),Low Clearance,LC11,20th St,Huntington,WV,25704
4322,38.42792,-82.3181,13 - 6 height clearance,Low Clearance,LC13,Guyan River Rd\/CR 26,Huntington,WV,25704
4323,38.373006,-82.590552,"13 - 1 height clearance marking but actually higher, around 13-7 according to traveler (136)",Low Clearance,LC13,Co Highway 1\/16,Kenova,WV,25530
4324,37.8947,-82.4331,12 - 4 height clearance (136),Low Clearance,LC12,CR 52\/31,Kermit,WV,25674
4325,37.87044,-82.17798,12 - 8 height clearance (136),Low Clearance,LC12,Old Railroad Bed Rd,Kermit Harvey,WV,25649
4326,37.837727,-81.96442900000001,9 - 0 height clearance (136),Low Clearance,LC9,CR 17,Logan,WV,25601
4327,37.846740000000004,-82.00832,11 - 10 height clearance (136),Low Clearance,LC11,Riverview Ave,Logan,WV,25601
4328,39.456920000000004,-77.96036,10 - 0 height clearance (136),Low Clearance,LC10,E Burke St,Martinsburg,WV,25404
4329,39.528729999999996,-77.89992,12 - 10 height clearance (136),Low Clearance,LC12,Brown Rd,Martinsburg,WV,25404
4330,39.661072999999995,-79.99350600000001,12 - 4 height clearance (136),Low Clearance,LC12,Scotts Run Rd,Morgantown,WV,26501
4331,39.658339,-79.836363,"1425 ft elev, Runaway Ramp westbound to right as road then curves to the right",Runaway Ramp,Ramp,"I-68, east of Exit 15, east of Morgantown, WV",Morgantown,WV,26508
4332,38.126807,-81.26479599999999,15 - 0 height clearance,Low Clearance,LC15,W Virginia 61,Mt Carbon,WV,25139
4333,39.637067,-80.863025,13 - 8 height clearance,Low Clearance,LC13,Harlan Dr,New Martinsville,WV,26155
4334,38.427338,-82.223725,16 - 3 height clearance,Low Clearance,LC15,3017 Howells Mill Rd,Ona,WV,25545
4335,39.2742,-81.56045999999999,11 - 1 height clearance (136),Low Clearance,LC11,12th St,Parkersburg,WV,26101
4336,37.312351,-81.028581,11 - 4 height clearance (136),Low Clearance,LC11,WV 112,Princeton,WV,24740
4337,37.314251,-81.039631,11 - 6 height clearance (136),Low Clearance,LC11,8100 Ingleside Rd,Princeton,WV,24739
4338,37.31503,-81.052861,11 - 8 height clearance (136),Low Clearance,LC11,WV 112,Princeton,WV,24740
4339,37.316126000000004,-81.040961,11 - 6 height clearance (136),Low Clearance,LC11,8046 Ingleside Rd,Princeton,WV,24739
4340,42.270298,-104.737562,14 - 2 height clearance,Low Clearance,LC14,rail over Quarry Rd,Gurnsey,WY,82214
4341,37.33531,-80.95054,9 - 6 height clearance (136),Low Clearance,LC9,Morgan Rd,Princeton,WV,24740
4342,37.39845,-81.13464,13 - 10 height clearance,Low Clearance,LC13,Beckley Rd\/19,Princeton,WV,24740
4343,39.530509,-80.116759,13 - 10 height clearance,Low Clearance,LC13,1st St,Rivesville,WV,26588
4344,38.094309,-81.24849,11 - 6 height clearance (136),Low Clearance,LC11,Beards Fork Rd,Robson,WV,25173
4345,38.090087,-81.248846,13 - 11 height clearance,Low Clearance,LC13,W Virginia 61,Robson,WV,25173
4346,37.777787,-80.394421,9 - 10 height clearance (136),Low Clearance,LC9,WV 63,Ronceverte,WV,24970
4347,39.46337,-80.51519,14 - 0 height clearance,Low Clearance,LC14,Davy Talkington Hill Rd\/WV 20,Smithfield,WV,26437
4348,39.457,-78.69751,14 - 0 height clearance,Low Clearance,LC14,Cumberland Rd\/WV 28,Springfield,WV,26763
4349,37.435512,-81.586662,9 - 0 height clearance (136),Low Clearance,LC9,Tug St,Welch,WV,24801
4350,40.07548,-80.71594,13 - 6 height clearance,Low Clearance,LC13,Peninsulas St,Wheeling,WV,26003
4351,37.767653,-80.356023,14 - 2 height clearance,Low Clearance,LC14,CR 60\/14,White Sulphur Springs,WV,24986
4352,37.67092,-82.27532,12 - 6 height clearance (136),Low Clearance,LC12,Vinson St,Williamson,WV,25661
4353,42.506085,-110.908363,"7600 ft elev, 7 percent grade descent for 3 miles on both sides of summit",Road Grade,Grade,"89, Between Afton, WY and Idaho border",Afton,WY,83110
4354,44.149972999999996,-107.07941299999999,"9600 ft elev, West: A mix of 5-7 percent grade descent over about 20 miles, runaway ramp is at about 16 mile mark with 4 miles descent after it, East: 6-7 percent grade descents for 4 miles, then rolling hills for 20 miles, then 7 percent descent for 5 miles",Road Grade,Grade,"16, Between Worland and Buffalo, WY",Buffalo,WY,82834
4355,44.332021999999995,-106.825926,"5968 ft elev, Runaway Ramp eastbound off to the right",Runaway Ramp,Ramp,"16, Between Worland and Buffalo, WY",Buffalo,WY,82834
4356,42.85502,-106.31215,11 - 4 height clearance (136),Low Clearance,LC11,N Mc Kinley St,Casper,WY,82601
4357,41.341505,-106.3011,"10800 ft elev, East: A mix of 4-7 percent grade descents and rolling hills. A 7 percent for 4 miles is the longest., West: 3-6 percent grade descents followed by 10 miles of about 5 percent grade descent.",Road Grade,Grade,"130, Between Laramie and Saratoga, WY",Centennial,WY,82055
4358,44.743411,-109.38293700000001,"8200 ft elev, East: 7 percent grade descent for 11 miles, West: 7 percent grade descent for 8 miles and many switchbacks",Road Grade,Grade,"296, Between Hwy 120 and 212",Cody,WY,82414
4359,44.972389,-109.462073,"10800 ft elev, East: 6-8 percent grade for 22 miles of narrow road and hairpin turns., West: 6-8 percent grade for 21 miles of hairpin turns and curves",Road Grade,Grade,"212, Between Red Lodge, MT and over state line into Wyoming",Cody,WY,82414
4360,44.760082000000004,-107.452998,"8000 ft elev, East: 5-6 percent grade up and down for 13 miles. Then 5-7 percent grade descent for 9 miles.",Road Grade,Grade,"14, Burgesss Junction to Ranchester, WY",Dayton,WY,82836
4361,42.76457,-105.38687,11 - 0 height clearance (136),Low Clearance,LC11,Clay St,Douglas,WY,82633
4362,42.781409000000004,-105.51557199999999,"12 - 11 height clearance, reported to have been rebuilt to 15ft but not confirmed (136)",Low Clearance,LC12,Wyoming 96,Douglas,WY,82633
4363,43.752776000000004,-110.06829499999999,"9600 ft elev, West: 6 percent grade descent for 17 miles with rolling hills, East: 2-6 percent grade descents for 9 miles",Road Grade,Grade,"26-287, Between Moran and Dubois, WY",Dubois,WY,82513
4364,41.45688,-109.49963100000001,"7100 ft elev, North: 7 percent grade descent for 5 miles into Green River",Road Grade,Grade,"530, South of Green River, WY",Green River,WY,82935
4365,41.113018,-106.037815,"8000 ft elev, East: 7 percent grade for 5 miles",Road Grade,Grade,"230, Between Colorado state line and Woods Landing, WY",Jelm,WY,82063
4366,42.53607,-108.73946399999998,"7500 ft elev, East\/North towards Lander: 5 percent grade descent for 4 miles and 7 percent for 4 miles.",Road Grade,Grade,"28, Between Lander and Farson, WY",Lander,WY,82520
4367,42.7001,-108.176994,"6907 ft elev, North: 9 percent grade descent for 2 miles",Road Grade,Grade,"135, Between 287-789 and Riverton, WY",Lander,WY,82520
4368,41.243998,-105.439625,"9000 ft elev, West: 4-5 percent grade descent for 5 miles into Laramie, East: Reverse of West",Road Grade,Grade,"I-80, East of Laramie, WY",Laramie,WY,82070
4369,44.793009000000005,-107.94014399999999,"7900 ft elev, Brake cooling turnout",Road Grade,Grade,"14A, Oh My God Hill between Lovell and Ranchester, WY",Lovell,WY,82431
4370,44.809053000000006,-107.84139099999999,"9200 ft elev, A challenge for large vehicles or use extreme caution if you go, West: 10 percent grade descent for 10 miles followed by 8 percent grade for 4 miles. This point is a mandatory brake check turnout., East: reverse West for climb",Road Grade,Grade,"14A, Oh My God Hill between Lovell and Ranchester, WY",Lovell,WY,82431
4371,44.786419,-107.969558,"6400 ft elev, Runaway Ramp westbound off to the right",Runaway Ramp,Ramp,"14A, Oh My God Hill between Lovell and Ranchester, WY",Lovell,WY,82431
4372,44.799492,-107.961951,"7200 ft elev, Runaway Ramp westbound off to the right",Runaway Ramp,Ramp,"14A, Oh My God Hill between Lovell and Ranchester, WY",Lovell,WY,82431
4373,44.799675,-107.905828,"8600 ft elev, Runaway Ramp westbound off to the right",Runaway Ramp,Ramp,"14A, Oh My God Hill between Lovell and Ranchester, WY",Lovell,WY,82431
4374,41.428184,-109.540143,"6800 ft elev, South: 5 percent grade descent for 3 miles",Road Grade,Grade,"530, South of Green River, WY",McKinnon,WY,82938
4375,41.788090000000004,-107.23244,12 - 0 height clearance (136),Low Clearance,LC12,Washington St,Rawlins,WY,82301
4376,41.035728999999996,-109.38671399999998,"7000 ft elev, South: 9 percent grade descent for 2.5 miles",Road Grade,Grade,"191, Just north of Utah-Wyoming state line",Rock Springs,WY,82901
4377,41.113245,-109.202242,"8000 ft elev, South: 6 percent grade descent for 4 miles",Road Grade,Grade,"191, Between Utah Wyoming state line and Rock Springs, WY",Rock Springs,WY,82901
4378,41.034726,-109.40761,"7000 ft elev, Runaway Ramp southbound off to the right",Runaway Ramp,Ramp,"191, Just north of Utah-Wyoming state line",Rock Springs,WY,82901
4379,41.003836,-107.358148,"6000 ft elev, North: Start of a 5-7 percent grade climb for 10 miles",Road Grade,Grade,"70, Between Riverside and Baggs, WY",Savery,WY,82332
4380,44.639956,-107.50328799999998,"9000 ft elev, West: 5-7 percent grade descent for 18 miles.",Road Grade,Grade,"14, Granite Pass between Ranchester and Greybull, WY",Shell,WY,82441
4381,43.44344,-108.16983,"14 - 0 height clearance, northbound, southbound",Low Clearance,LC14,"Wyoming 789, 3 Tunnels",Shoshoni,WY,82649
4382,44.114289,-107.26708700000002,"6884 ft elev, Runaway Ramp westbound off to the right",Runaway Ramp,Ramp,"16, Between Worland and Buffalo, WY",Ten Sleep,WY,82442
4383,43.650459999999995,-108.20313999999999,12 - 0 height clearance (136),Low Clearance,LC12,Parik St,Thermopolis,WY,82443
4384,43.497453,-110.955141,"8600 ft elev, West: 10 percent grade descent for almost 3 miles, then 7 percent for 3.5 miles, East: 10 percent grade descent for 5.5 miles, then 6-7 percent grade.",Road Grade,Grade,"22, Between Victor, ID and Wilson, WY",Wilson,WY,83014
4385,43.494915,-110.92211200000001,"7196 ft elev, Runaway Ramp eastbound off to the left across traffic",Runaway Ramp,Ramp,"22, Between Victor, ID and Wilson, WY",Wilson,WY,83014
4386,43.497274,-110.904195,"6657 ft elev, Runaway Ramp eastbound off to the left across traffic",Runaway Ramp,Ramp,"22, Between Victor, ID and Wilson, WY",Wilson,WY,83014
4387,44.434025,-110.639548,"8250 ft elev, 5-6 percent grade short sections amidst the 17 mile stretch",Road Grade,Grade,"20, Grand Loop Rd between West Thumb Junction and Old Faithful",Yellowstone National Park,WY,82190
4388,44.466009,-110.129621,"8800 ft elev, West: 5-6 percent grade descent in short sections and rolling hills, East: 6-7 percent grade descent for 4 miles and another mile at 5 percent",Road Grade,Grade,"14-16-20, Between Fishing Bridge and east entrance of Yellowstone",Yellowstone National Park,WY,82190
4389,44.78546,-110.453374,"8900 ft elev, North: 6 percent grade descent for 9 miles, South: 6 percent grade descent for 3 miles.",Road Grade,Grade,"Grand Loop, Grand Loop Rd south of Tower Junction between 212 and 14",Yellowstone National Park,WY,82190
4390,44.935276,-110.723355,"7500 ft elev, North: 6 percent grade descent for 4 miles",Road Grade,Grade,"89, South of Mammoth, WY",Yellowstone National Park,WY,82190
4391,35.707771,-77.90851590000001,13 - 8 height clearance,Low Clearance,LC13,US 264 Alt E,Wilson,NC,27893
4392,44.999182,-93.27865200000001,13 - 1 height clearance (136),Low Clearance,LC13,W Broadway Ave just east of I-94,Minneapolis,MN,55422
4393,40.743163,-74.157575,12 - 1 height clearance (136),Low Clearance,LC12,Bergen St west of I-280,Harrison,NJ,7029
4394,40.743878,-74.158621,11 - 4 height clearance (136),Low Clearance,LC11,Sussex St west of I-280,Harrison,NJ,7029
4395,40.744541,-74.15956,11 - 11 height clearance (136),Low Clearance,LC11,Warren St west of I-280,Harrison,NJ,7029
4396,40.742468,-74.155891,14 - 1 height clearance,Low Clearance,LC14,Frank E Rodgers just south of I-280,Harrison,NJ,7029
4397,40.739383000000004,-74.155681,14 - 2 height clearance,Low Clearance,LC14,Frank E Rodgers just south of I-280,Harrison,NJ,7029
4398,37.031309,-94.522203,12 - 0 height clearance (136),Low Clearance,LC12,Glendale Blvd under I-44,Joplin,MO,64804
4399,37.266984,-77.411785,14 - 0 height clearance,Low Clearance,LC14,2801 Boulevard,Colonial Heights,VA,23834
4400,37.536633,-77.426947,13 - 8 height clearance,Low Clearance,LC13,1550-1598 E Broad St,Richmond,VA,23219
4401,37.536899,-77.427317,13 - 8 height clearance,Low Clearance,LC13,1549 E Broad St.\/1510-1548 E Broad St,Richmond,VA,23219
4402,38.171867,-78.280555,13 - 9 height clearance,Low Clearance,LC13,5431-5457 Virginia 20,Barboursville,VA,22923
4403,38.241353000000004,-78.113209,13 - 7 height clearance,Low Clearance,LC13,182-184 Caroline St,Orange,VA,22960
4404,36.050610999999996,-84.206903,14 - 3 height clearance,Low Clearance,LC14,35 Oak Ridge Turnpike,Oak Ridge,TN,37830
4405,36.06261,-84.22446,13 - 11 height clearance,Low Clearance,LC13,800-812 Oak Ridge Hwy,Clinton,TN,37716
4406,36.164046,-82.836545,13 - 10 height clearance,Low Clearance,LC13,U.S. 11E Business,Greeneville,TN,37743
4407,36.223701,-82.634001,13 - 7 height clearance,Low Clearance,LC13,3865 Old State Route 34,Limestone,TN,37681
4408,35.931290000000004,-84.001915,13 - 8 height clearance,Low Clearance,LC13,131-199 S Northshore Dr,Knoxville,TN,37919
4409,35.840895,-84.18397399999999,9 - 1 height clearance (136),Low Clearance,LC9,12812-12816 Boyd Station Rd,Knoxville,TN,37922
4410,35.384228,-84.691013,13 - 2 height clearance (136),Low Clearance,LC13,U.S. 11 Business,Riceville,TN,37370
4411,35.287896,-84.753323,13 - 8 height clearance,Low Clearance,LC13,255 Water St NE,Charleston,TN,37310
4412,35.066796000000004,-85.14603699999999,13 - 7 height clearance,Low Clearance,LC13,7100-7102 Bonny Oaks Dr,Chattanooga,TN,37421
4413,35.446936,-84.45894,13 - 0 height clearance (136),Low Clearance,LC13,513-1303 Carl Lee Rd,Englewood,TN,37329
4414,36.144771999999996,-84.153026,7 - 0 height clearance (136),Low Clearance,LC7,2060 Old Lake City Hwy,Clinton,TN,37716
4415,36.041962,-84.34943100000001,13 - 8 height clearance,Low Clearance,LC13,430-570 Kingston Ave,Oliver Springs,TN,37840
4416,36.249763,-84.16996400000001,13 - 6 height clearance,Low Clearance,LC13,2400 Tennessee 116,Caryville,TN,37714
4417,35.930861,-83.917746,9 - 1 height clearance (136),Low Clearance,LC9,408-498 Ogle Ave,Knoxville,TN,37920
4418,36.381603000000005,-84.126653,5 - 10 height clearance (136),Low Clearance,LC7,338 N 5th St,La Follette,TN,37766
4419,36.437862,-84.077928,13 - 10 height clearance,Low Clearance,LC13,U.S. 25W,Duff,TN,37729
4420,35.188931,-84.680743,11 - 10 height clearance (136),Low Clearance,LC11,1021 Benton Station Rd,Benton,TN,37307
4421,36.223696000000004,-82.633985,13 - 7 height clearance,Low Clearance,LC13,3865 Old State Route 34,Limestone,TN,37681
4422,35.547509000000005,-89.649159,10 - 9 height clearance (136),Low Clearance,LC10,1704 S College St,Covington,TN,38019
4423,36.296089,-82.33988599999999,16 - 9 height clearance,Low Clearance,LC15,2300-2350 Buffalo Rd,Johnson City,TN,37604
4424,36.310875,-82.33465100000001,13 - 10 height clearance,Low Clearance,LC13,Circle Rd,Johnson City,TN,37601
4425,35.992478000000006,-83.944636,13 - 0 height clearance (136),Low Clearance,LC13,2869-2899 N Central St,Knoxville,TN,37917
4426,36.015263,-83.92358,13 - 10 height clearance,Low Clearance,LC13,4530-4538 Old Broadway NE,Knoxville,TN,37918
4427,35.020751000000004,-85.363198,10 - 4 height clearance (136),Low Clearance,LC10,2801-2903 Tennessee 2,Chattanooga,TN,37419
4428,35.041453000000004,-85.302707,13 - 1 height clearance (136),Low Clearance,LC13,583-599 E 11th St,Chattanooga,TN,37403
4429,35.041994,-85.301672,13 - 0 height clearance (136),Low Clearance,LC13,501 E 10th St,Chattanooga,TN,37403
4430,35.042763,-85.300197,13 - 8 height clearance,Low Clearance,LC13,601-699 E Martin Luther King Blvd,Chattanooga,TN,37403
4431,35.013837,-85.32798299999999,13 - 1 height clearance (136),Low Clearance,LC13,1901-1911 Broad St,Chattanooga,TN,37409
4432,35.011423,-85.32216899999999,6 - 6 height clearance (136),Low Clearance,LC7,1020-1098 W 37th St,Chattanooga,TN,37410
4433,36.981664,-86.464534,14 - 11 height clearance,Low Clearance,LC14,U.S. 231 Business,Bowling Green,KY,42101
4434,37.011584,-86.390113,14 - 7 height clearance,Low Clearance,LC14,196-254 Plum Springs Loop,Bowling Green,KY,42101
4435,37.330076,-87.499543,13 - 6 height clearance,Low Clearance,LC13,rail over W Arch St,Madisonville,KY,42431
4436,37.841926,-87.58685200000001,13 - 7 height clearance,Low Clearance,LC13,331 N Green St,Henderson,KY,42420
4437,37.339641,-87.488061,9 - 6 height clearance (136),Low Clearance,LC9,844-886 N Kentucky Ave,Madisonville,KY,42431
4438,37.071063,-88.636741,13 - 10 height clearance,Low Clearance,LC13,3039-3061 Broadway St,Paducah,KY,42001
4439,37.07385,-88.640836,12 - 6 height clearance (136),Low Clearance,LC12,rail over N 32nd St,Paducah,KY,42001
4440,37.12768,-88.747991,10 - 2 height clearance (136),Low Clearance,LC10,7650 Noble Rd,West Paducah,KY,42086
4441,37.050683,-88.60633,11 - 4 height clearance (136),Low Clearance,LC11,2400-2446 Bloom Ave,Paducah,KY,42003
4442,37.904081,-86.403326,10 - 0 height clearance (136),Low Clearance,LC10,Kentucky 261,Irvington,KY,40146
4443,38.226534,-85.766848,14 - 5 height clearance,Low Clearance,LC14,625 W Hill St,Louisville,KY,40208
4444,38.229366999999996,-85.76770400000001,13 - 6 height clearance,Low Clearance,LC13,1431 S 7th St,Louisville,KY,40208
4445,38.246415999999996,-85.77185,14 - 0 height clearance,Low Clearance,LC14,734-798 S 12th St,Louisville,KY,40210
4446,38.248125,-85.77488699999999,13 - 10 height clearance,Low Clearance,LC13,U.S. 150,Louisville,KY,40203
4447,38.249494,-85.77462,12 - 8 height clearance (136),Low Clearance,LC12,1400 Magazine St,Louisville,KY,40203
4448,38.250821,-85.774383,14 - 1 height clearance,Low Clearance,LC14,1395-1397 W Chestnut St,Louisville,KY,40203
4449,38.251893,-85.774203,12 - 7 height clearance (136),Low Clearance,LC12,1401-1499 W Madison St,Louisville,KY,40203
4450,38.253008,-85.774036,12 - 5 height clearance (136),Low Clearance,LC12,1401 W Muhammad Ali Blvd,Louisville,KY,40203
4451,38.255691,-85.77356400000001,13 - 3 height clearance (136),Low Clearance,LC13,1331 W Jefferson St,Louisville,KY,40203
4452,38.257071,-85.773333,13 - 9 height clearance,Low Clearance,LC13,1323-1399 W Market St,Louisville,KY,40203
4453,38.274601000000004,-85.795697,11 - 5 height clearance (136),Low Clearance,LC11,2923 Montgomery St,Louisville,KY,40212
4454,38.271685999999995,-85.79742399999999,14 - 0 height clearance,Low Clearance,LC14,2951-3003 Bank St,Louisville,KY,40212
4455,38.260458,-85.802613,13 - 9 height clearance,Low Clearance,LC13,3096-3102 W Market St,Louisville,KY,40212
4456,38.256233,-85.803143,11 - 7 height clearance (136),Low Clearance,LC11,3001-3095 W Muhammad Ali Blvd,Louisville,KY,40212
4457,38.208845000000004,-85.212987,10 - 2 height clearance (136),Low Clearance,LC10,702 3rd St,Shelbyville,KY,40065
4458,38.219309,-85.75538399999999,15 - 8 height clearance,Low Clearance,LC15,200 E Brandeis Ave,Louisville,KY,40208
4459,38.224936,-85.753715,13 - 7 height clearance,Low Clearance,LC13,rail over E Hill St,Louisville,KY,40208
4460,38.249371000000004,-85.731408,13 - 10 height clearance,Low Clearance,LC13,351-353 Baxter Ave,Louisville,KY,40204
4461,38.249732,-85.73113000000001,14 - 1 height clearance,Low Clearance,LC14,1936 E Liberty St,Louisville,KY,40206
4462,38.253684,-85.72066,13 - 0 height clearance (136),Low Clearance,LC13,100-102 N Spring St,Louisville,KY,40206
4463,38.253719,-85.718293,13 - 4 height clearance (136),Low Clearance,LC13,102 Pope St,Louisville,KY,40206
4464,37.12769,-88.747996,10 - 2 height clearance (136),Low Clearance,LC10,7721 Noble Rd,West Paducah,KY,42086
4465,36.556177000000005,-88.871227,12 - 6 height clearance (136),Low Clearance,LC12,8102 Kentucky 307,Fulton,KY,42041
4466,36.545207,-88.873755,11 - 4 height clearance (136),Low Clearance,LC11,Kentucky 94,Fulton,KY,42041
4467,36.667043,-88.997415,14 - 4 height clearance,Low Clearance,LC14,246-298 W Clay St,Clinton,KY,42031
4468,39.100648,-84.478464,13 - 0 height clearance (136),Low Clearance,LC13,526-598 Taylor Ave,Bellevue,KY,41073
4469,39.09819,-84.439965,13 - 2 height clearance (136),Low Clearance,LC13,Mary Ingles Hwy,Fort Thomas,KY,41075
4470,38.066941,-84.47200600000001,13 - 7 height clearance,Low Clearance,LC13,166-170 New Circle Rd,Lexington,KY,40505
4471,38.049541999999995,-84.272339,13 - 0 height clearance (136),Low Clearance,LC13,1829 Clintonville Rd,Winchester,KY,40391
4472,37.998191999999996,-84.176384,14 - 9 height clearance,Low Clearance,LC14,221-247 N Maple St,Winchester,KY,40391
4473,37.630576,-84.299151,11 - 4 height clearance (136),Low Clearance,LC11,221 White Station Rd,Berea,KY,40403
4474,36.884598,-83.884967,13 - 5 height clearance (136),Low Clearance,LC13,Manchester St,Barbourville,KY,40906
4475,38.214141999999995,-84.24801,13 - 10 height clearance,Low Clearance,LC13,300-398 E Main St,Paris,KY,40361
4476,38.121859,-84.604834,13 - 7 height clearance,Low Clearance,LC13,4895 Leestown Rd,Lexington,KY,40511
4477,38.086534,-84.51992299999999,12 - 8 height clearance (136),Low Clearance,LC12,2181-2235 Sandersville Rd,Lexington,KY,40511
4478,39.017606,-84.598525,13 - 6 height clearance,Low Clearance,LC13,3350-3354 Dixie Hwy,Erlanger,KY,41018
4479,38.143885,-84.649778,14 - 5 height clearance,Low Clearance,LC14,313 E Leestown Rd,Midway,KY,40347
4480,37.875043,-84.619029,12 - 0 height clearance (136),Low Clearance,LC12,1401-1407 Jessamine Station Rd,Wilmore,KY,40390
4481,37.793692,-84.726099,13 - 6 height clearance,Low Clearance,LC13,505-599 Dix Dam Rd,Harrodsburg,KY,40330
4482,38.405919,-82.59959599999999,10 - 3 height clearance (136),Low Clearance,LC10,336-346 34th St,Catlettsburg,KY,41129
4483,38.078602000000004,-84.355958,11 - 1 height clearance (136),Low Clearance,LC11,2059-2681 Muir Station Rd,Lexington,KY,40516
4484,37.307037,-82.353282,14 - 2 height clearance,Low Clearance,LC14,2 Elkhorn St,Elkhorn City,KY,41522
4485,38.402175,-82.591595,13 - 1 height clearance (136),Low Clearance,LC13,706-720 23rd St,Kenova,WV,25530
4486,38.397988,-82.578066,13 - 6 height clearance,Low Clearance,LC13,W Virginia 75,Kenova,WV,25530
